,complexity.dist_spec_init,complexity.fro_dist,complexity.fro_over_spec,complexity.inverse_margin,complexity.l2,complexity.l2_dist,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec,complexity.log_prod_of_spec_over_margin,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec,complexity.log_sum_of_spec_over_margin,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin,cross_entropy,data_seed,epoch,experiment_id,gen.gap,gen.train_acc,gen.val_acc,hp.lr,hp.model_depth,hp.model_width,index,is.converged,is.high_train_accuracy,is.last_epoch,repeat_id,seed,train_dataset_size,hp.dataset,complexity.dist_spec_init_adjusted1,complexity.fro_dist_adjusted1,complexity.fro_over_spec_adjusted1,complexity.inverse_margin_adjusted1,complexity.l2_adjusted1,complexity.l2_dist_adjusted1,complexity.pacbayes_flatness_adjusted1,complexity.pacbayes_init_adjusted1,complexity.pacbayes_mag_flatness_adjusted1,complexity.pacbayes_mag_init_adjusted1,complexity.pacbayes_mag_orig_adjusted1,complexity.pacbayes_orig_adjusted1,complexity.param_norm_adjusted1,complexity.path_norm_adjusted1,complexity.path_norm_over_margin_adjusted1,complexity.log_prod_of_fro_adjusted1,complexity.log_prod_of_fro_over_margin_adjusted1,complexity.log_prod_of_spec_adjusted1,complexity.log_prod_of_spec_over_margin_adjusted1,complexity.log_sum_of_fro_adjusted1,complexity.log_sum_of_fro_over_margin_adjusted1,complexity.log_sum_of_spec_adjusted1,complexity.log_sum_of_spec_over_margin_adjusted1,hp.train_dataset_size,complexity.log_spec_orig_main,complexity.log_spec_orig_main_adjusted1
54,42.47,2435,2833,0.03501,114.8,49.35,216.4,213,71.93,68.58,9.331,9.243,5.53,5.442,56.69,3.453e+04,3.623,5.933e+06,8.886e+06,1.868e+05,1.318e+04,7014380,13.26,0.4643,0.008886,42,86,-1831960413689477244,0.4524,0.9998,0.5474,0.003162,6,14,54,True,True,True,1590113491360165750,0,6250,cifar10,0.08243,0.6242,0.6733,0.002367,0.1355,0.08886,0.09524,2.351,0.02408,30.81,37.71,5.468,1.452,0.04606,0.008619,103.8,102.1,31.59,29.92,0.2955,0.2514,-1.605,-1.649,6250,76.52,33.89
56,33.11,3261,1390,0.04046,92.51,57.11,84.61,81.4,29.78,26.58,8.683,8.454,4.766,4.537,72.82,5.939e+04,7.186,2.39e+06,2.896e+06,1.558e+05,8559,2102030,203.3,8.226,0.009103,42,26,-2546047217668018735,0.3709,1,0.6291,0.01,2,16,56,True,True,True,1590113143192995566,0,6250,cifar10,0.07278,0.7223,0.4716,0.002544,0.1217,0.09559,0.1079,3.083,0.03391,19.55,21.52,4.993,1.17,0.1804,0.03628,37.94,36.33,10.52,8.918,-0.02879,-0.1433,-1.987,-2.101,6250,33.81,12.54
57,30.71,2336,2250,0.04006,101.5,48.33,149.5,146.2,49.22,46,9.007,8.883,5.151,5.027,58.4,3.412e+04,3.543,3.987e+06,5.583e+06,1.504e+05,1.03e+04,4313080,32.08,1.285,0.008989,42,21,-2289228439678869417,0.4432,0.9997,0.5565,0.00631,4,14,57,True,True,True,1590113639658837410,3,6250,cifar10,0.07009,0.6113,0.6,0.002532,0.1274,0.08794,0.09666,2.336,0.02381,25.26,29.89,4.905,1.284,0.07165,0.01434,70.36,68.75,20.24,18.63,0.1332,0.07131,-1.795,-1.857,6250,53.72,22.49
58,28.9,1550,1090,0.04554,71.17,39.37,106.5,103.4,36.59,33.5,8.322,8.167,4.825,4.671,53.5,2.075e+04,5.087,9.607e+05,1.247e+06,6.777e+04,5065,972830,93.46,4.256,0.009398,42,23,-2959591463707652910,0.4446,1,0.5554,0.01,3,8,58,True,True,True,1590113132931365509,2,6250,cifar10,0.068,0.498,0.4176,0.002699,0.1067,0.07937,0.09252,1.822,0.02853,12.4,14.13,3.293,0.9002,0.1223,0.02609,48.89,47.34,13.93,12.38,-0.2094,-0.2866,-1.957,-2.035,6250,40.5,15.88
59,40.91,1816,1602,0.0367,96.36,42.62,174.6,171.3,61.06,57.75,8.923,8.819,5.374,5.271,56.69,2.576e+04,7.496,5.297e+06,7.599e+06,1.316e+05,9285,5663730,13.96,0.5125,0.009274,42,45,-5083040002587004113,0.4461,0.9984,0.5523,0.01,5,14,59,True,True,True,1590113804702155642,4,6250,cifar10,0.08091,0.5391,0.5063,0.002423,0.1242,0.08258,0.09524,2.03,0.03463,29.11,34.87,4.589,1.219,0.04727,0.009055,82.94,81.29,26.16,24.51,0.09111,0.03947,-1.683,-1.735,6250,65.13,28.2
64,27.36,3477,2411,0.03148,101.6,58.96,118.4,115,39.19,35.74,8.918,8.745,4.955,4.783,80.68,7.015e+04,6.489,2.06e+06,2.651e+06,2.082e+05,1.032e+04,2179230,768.6,24.2,0.009869,42,37,5914637055047857437,0.509,1,0.491,0.001,3,12,64,True,True,True,1590114334967373330,4,6250,cifar10,0.06616,0.7458,0.6211,0.002244,0.1275,0.09713,0.1136,3.35,0.03222,18.15,20.6,5.772,1.285,0.3507,0.06222,54.85,53.12,15.23,13.5,0.08877,0.002312,-1.892,-1.979,6250,43.52,17.39
65,46.75,2069,2061,0.03633,106.3,45.49,209.9,206.6,72.44,69.13,9.161,9.074,5.544,5.457,56.69,2.935e+04,3.819,5.99e+06,8.958e+06,1.602e+05,1.13e+04,7014380,8.49,0.3085,0.009209,42,93,-127866482121014666,0.4485,0.999,0.5505,0.00631,6,14,65,True,True,True,1590114176673564797,2,6250,cifar10,0.08649,0.5754,0.5742,0.002411,0.1304,0.08531,0.09524,2.167,0.02472,30.96,37.86,5.063,1.345,0.03686,0.007025,100.6,98.91,31.85,30.19,0.2103,0.1666,-1.598,-1.642,6250,76.76,34.01
66,28.78,4597,3156,0.02997,117.3,67.8,123.7,120.2,40.73,37.22,9.179,9.004,5.032,4.857,93.32,1.073e+05,6.424,3.609e+06,4.666e+06,3.21e+05,1.376e+04,3865630,785,23.53,0.009223,42,32,-800326134437226231,0.4937,1,0.5063,0.001,3,16,66,True,True,True,1590114621049985483,3,6250,cifar10,0.06786,0.8576,0.7106,0.00219,0.137,0.1042,0.1222,4.143,0.03206,24.03,27.32,7.166,1.484,0.3544,0.06136,57.46,55.71,16,14.24,0.2193,0.1316,-1.854,-1.942,6250,45.28,18.27
67,43.85,1681,1662,0.03841,90.98,41,199.3,196,68.69,65.43,8.882,8.797,5.445,5.359,53.5,2.25e+04,3.677,3.141e+06,4.566e+06,1.107e+05,8278,3585280,9.413,0.3616,0.009783,42,85,-6474181212330827612,0.4488,0.9992,0.5504,0.00631,6,10,67,True,True,True,1590167173212192266,2,6250,cifar10,0.08376,0.5186,0.5156,0.002479,0.1207,0.08099,0.09252,1.897,0.02426,22.42,27.03,4.209,1.151,0.03881,0.007606,95.28,93.65,29.97,28.34,0.07102,0.02813,-1.648,-1.69,6250,72.85,32.05
69,34.33,4549,2096,0.03369,104.3,67.44,87.73,84.34,30.19,26.8,8.906,8.663,4.795,4.553,80.68,9.177e+04,8.463,2.234e+06,2.691e+06,2.195e+05,1.088e+04,2102030,881.8,29.71,0.009892,42,63,-2851707175462957610,0.4228,1,0.5772,0.001585,2,16,69,True,True,True,1590114330763368037,3,6250,cifar10,0.07411,0.8531,0.5792,0.002322,0.1292,0.1039,0.1136,3.832,0.0368,18.91,20.75,5.926,1.319,0.3756,0.06894,39.5,37.8,10.72,9.027,0.08259,-0.0385,-1.973,-2.094,6250,34.44,12.85
74,25.82,1885,1425,0.03799,77.65,43.41,109.3,106,36.63,33.36,8.461,8.297,4.827,4.664,64,3.017e+04,6.238,9.748e+05,1.257e+06,9.649e+04,6029,972830,317,12.04,0.00988,42,23,-7355835387290159384,0.472,1,0.528,0.003162,3,8,74,True,True,True,1590113567811935030,3,6250,cifar10,0.06427,0.5491,0.4774,0.002465,0.1115,0.08334,0.1012,2.197,0.03159,12.49,14.18,3.929,0.9822,0.2252,0.04389,50.28,48.64,13.94,12.31,-0.1398,-0.2216,-1.957,-2.038,6250,40.62,15.94
75,32.37,2477,940.3,0.0404,72.39,49.76,78.1,74.89,27.7,24.49,8.218,7.989,4.618,4.388,58.4,3.618e+04,10.24,6.261e+05,7.252e+05,7.652e+04,5240,531030,521.1,21.05,0.009585,42,41,3245632698784002773,0.3933,1,0.6067,0.00631,2,8,75,True,True,True,1590113528761856088,4,6250,cifar10,0.07197,0.6295,0.3879,0.002542,0.1076,0.08923,0.09666,2.406,0.04048,10.01,10.77,3.499,0.9157,0.2887,0.05803,34.68,33.08,9.479,7.875,-0.2613,-0.3759,-2.061,-2.176,6250,31.34,11.3
76,45.07,1590,1282,0.04184,79.89,39.87,189.7,186.5,66.66,63.49,8.63,8.547,5.392,5.308,50.57,2.012e+04,4.403,2.14e+06,2.936e+06,8.07e+04,6382,2298230,8.509,0.356,0.009492,42,83,-5160728813457670496,0.464,0.9989,0.5349,0.01,6,8,76,True,True,True,1590112977652382950,0,6250,cifar10,0.08492,0.5044,0.453,0.002587,0.1131,0.07987,0.08995,1.794,0.02654,18.5,21.67,3.593,1.01,0.0369,0.007548,90.49,88.9,28.96,27.37,-0.05501,-0.09677,-1.674,-1.716,6250,70.65,30.95
78,33.16,2707,1104,0.03778,78.69,52.03,80.5,77.23,28.44,25.17,8.389,8.155,4.671,4.437,64,4.333e+04,7.659,9.225e+05,1.093e+06,9.909e+04,6192,826280,439.4,16.6,0.008928,42,37,5533540453786753983,0.3868,1,0.6132,0.00631,2,10,78,True,True,True,1590113230027341043,1,6250,cifar10,0.07284,0.6581,0.4202,0.002459,0.1122,0.09124,0.1012,2.633,0.03501,12.15,13.22,3.982,0.9953,0.2652,0.05154,35.88,34.24,9.851,8.213,-0.1755,-0.2925,-2.035,-2.152,6250,32.17,11.72
79,32.53,4015,1854,0.03373,97.55,63.36,86.03,82.64,29.66,26.27,8.784,8.542,4.757,4.515,75.31,7.561e+04,8.861,1.728e+06,2.074e+06,1.792e+05,9517,1611780,872.6,29.43,0.009702,42,67,-1571988516828905522,0.4181,1,0.5819,0.001585,2,14,79,True,True,True,1590113684198263401,0,6250,cifar10,0.07215,0.8015,0.5446,0.002323,0.1249,0.1007,0.1098,3.478,0.03765,16.63,18.22,5.354,1.234,0.3736,0.06862,38.65,36.95,10.46,8.764,0.02187,-0.09918,-1.991,-2.112,6250,33.79,12.53
82,27.62,1989,1491,0.04033,82.3,44.59,111.5,108.3,37.57,34.36,8.572,8.411,4.874,4.714,64,3.184e+04,5.178,1.52e+06,1.983e+06,1.084e+05,6773,1516030,138.3,5.579,0.009565,42,18,-2691622468533697284,0.448,1,0.552,0.00631,3,10,82,True,True,True,1590114074861547173,2,6250,cifar10,0.06648,0.5641,0.4884,0.00254,0.1148,0.08447,0.1012,2.257,0.02878,15.6,17.81,4.164,1.041,0.1488,0.02988,51.39,49.78,14.42,12.81,-0.0844,-0.1647,-1.933,-2.013,6250,41.67,16.47
83,41.42,1674,1794,0.03822,87.79,40.91,197.8,194.6,66.63,63.36,8.843,8.757,5.391,5.305,52,2.178e+04,4,2.058e+06,2.932e+06,1.002e+05,7708,2298230,19.01,0.7265,0.009784,42,116,-1252705006775983989,0.4705,0.9997,0.5292,0.003162,6,8,83,True,True,True,1590114433890763427,3,6250,cifar10,0.0814,0.5175,0.5357,0.002473,0.1185,0.08091,0.09122,1.867,0.0253,18.15,21.66,4.005,1.111,0.05515,0.01078,94.54,92.91,28.94,27.31,0.05148,0.008531,-1.675,-1.718,6250,70.86,31.06
85,34.5,3101,3420,0.02763,121.5,55.69,190.1,186.5,61.7,58.11,9.406,9.294,5.394,5.282,66.05,5.122e+04,8.463,7.65e+06,1.053e+07,2.439e+05,1.477e+04,7392830,48.32,1.335,0.009949,42,72,-7042261061882196347,0.4741,0.9984,0.5243,0.001585,5,16,85,True,True,True,1590114846807342294,3,6250,cifar10,0.0743,0.7044,0.7397,0.002102,0.1394,0.09439,0.1028,2.863,0.0368,34.98,41.04,6.247,1.537,0.08793,0.01461,90.68,88.89,26.48,24.69,0.3331,0.277,-1.673,-1.729,6250,66.25,28.75
93,28.48,4586,3173,0.03066,117.1,67.72,123.7,120.2,40.62,37.14,9.179,9.005,5.027,4.853,93.32,1.07e+05,6.118,3.583e+06,4.64e+06,3.201e+05,1.372e+04,3865630,785,24.07,0.009394,42,32,-800326134437226231,0.5051,1,0.4949,0.001,3,16,93,True,True,True,1590114230375467615,1,6250,cifar10,0.06751,0.8566,0.7125,0.002215,0.1369,0.1041,0.1222,4.138,0.03129,23.94,27.25,7.157,1.482,0.3544,0.06206,57.46,55.72,15.94,14.2,0.2193,0.1322,-1.857,-1.944,6250,45.2,18.23
95,32.34,2665,1056,0.03709,74.98,51.63,78.98,75.68,27.79,24.5,8.28,8.045,4.624,4.389,62.05,4.137e+04,9.629,6.046e+05,7.032e+05,8.723e+04,5622,531030,858.4,31.83,0.008582,42,60,4533618513740012934,0.4107,1,0.5893,0.003162,2,8,95,True,True,True,1590113459742462681,1,6250,cifar10,0.07193,0.653,0.4111,0.002436,0.1095,0.09089,0.09964,2.573,0.03925,9.835,10.61,3.736,0.9484,0.3706,0.07137,35.12,33.47,9.525,7.878,-0.2301,-0.3477,-2.058,-2.176,6250,31.46,11.36
96,40.86,1937,2183,0.03494,97.86,44.01,205.4,202.1,68.65,65.3,9.043,8.955,5.444,5.356,55.06,2.668e+04,3.761,3.115e+06,4.543e+06,1.319e+05,9577,3585280,17.34,0.6059,0.00917,42,78,1817495499038860681,0.4638,1,0.5362,0.003162,6,10,96,True,True,True,1590114928507426839,4,6250,cifar10,0.08085,0.5567,0.591,0.002364,0.1251,0.08392,0.09386,2.066,0.02453,22.32,26.96,4.593,1.238,0.05268,0.009846,98.33,96.65,29.96,28.28,0.1513,0.1072,-1.648,-1.692,6250,72.99,32.12
99,35.59,1720,1865,0.0297,90.78,41.47,172.9,169.3,57.78,54.27,8.868,8.758,5.271,5.162,55.06,2.369e+04,8.463,3.018e+06,4.149e+06,1.135e+05,8241,2895530,25.79,0.766,0.009775,42,68,-7816096414355022837,0.4667,0.9984,0.5317,0.003162,5,10,99,True,True,True,1590113328439802671,0,6250,cifar10,0.07546,0.5245,0.5462,0.00218,0.1205,0.08146,0.09386,1.947,0.0368,21.98,25.76,4.261,1.148,0.06424,0.01107,82.06,80.3,24.52,22.76,0.0636,0.008654,-1.734,-1.789,6250,61.8,26.53
100,39.99,2697,3043,0.02989,113.2,51.93,215.8,212.2,70.52,67.01,9.315,9.223,5.493,5.401,60.18,4.059e+04,4,4.481e+06,6.485e+06,1.928e+05,1.282e+04,5157330,33.89,1.013,0.009856,42,156,-661802221272114476,0.464,0.9987,0.5347,0.001585,6,12,100,True,True,True,1590113684195892604,0,6250,cifar10,0.07999,0.6568,0.6978,0.002187,0.1346,0.09115,0.09813,2.548,0.0253,26.78,32.21,5.554,1.432,0.07364,0.01273,103.5,101.8,30.89,29.13,0.2876,0.2414,-1.623,-1.67,6250,75.03,33.15
101,29.05,3605,3198,0.03572,114.7,60.04,155.1,151.7,50.06,46.73,9.222,9.094,5.184,5.055,72.82,6.564e+04,4.439,4.086e+06,5.479e+06,2.396e+05,1.316e+04,4313080,360.2,12.87,0.009017,42,27,8073524614828840347,0.4901,1,0.5099,0.001585,4,14,101,True,True,True,1590114239576389550,4,6250,cifar10,0.06818,0.7594,0.7153,0.002391,0.1355,0.09801,0.1079,3.241,0.02665,25.57,29.61,6.192,1.451,0.2401,0.04537,73.17,71.5,20.66,18.99,0.2411,0.177,-1.778,-1.842,6250,54.8,23.03
104,29.56,4101,3625,0.03477,122.7,64.04,158.2,154.9,51,47.64,9.343,9.214,5.22,5.09,77.93,7.991e+04,4.551,5.35e+06,7.176e+06,2.932e+05,1.505e+04,5629230,348.7,12.12,0.009422,42,25,-4279180479798122718,0.4865,1,0.5135,0.001585,4,16,104,True,True,True,1590113683882104417,0,6250,cifar10,0.06877,0.81,0.7616,0.002359,0.1401,0.1012,0.1117,3.576,0.02698,29.26,33.88,6.849,1.552,0.2362,0.04404,74.74,73.06,21.13,19.45,0.3016,0.237,-1.76,-1.825,6250,55.83,23.55
105,27.48,2673,1902,0.03263,90.44,51.7,114.4,111,38.17,34.75,8.716,8.545,4.904,4.733,75.31,5.035e+04,6.489,1.493e+06,1.915e+06,1.54e+05,8180,1516030,538,17.56,0.008609,42,30,981211836129003067,0.4859,1,0.5141,0.001585,3,10,105,True,True,True,1590113880445384086,2,6250,cifar10,0.06631,0.654,0.5516,0.002285,0.1203,0.09095,0.1098,2.838,0.03222,15.45,17.5,4.964,1.144,0.2934,0.053,52.83,51.12,14.71,13,-0.01232,-0.09788,-1.918,-2.004,6250,42.3,16.78
107,33.06,3636,1603,0.03614,91.33,60.3,84.29,80.97,29.26,25.94,8.66,8.423,4.729,4.492,75.31,6.847e+04,8.759,1.278e+06,1.524e+06,1.571e+05,8342,1186530,940.2,33.98,0.009735,42,75,-10688740159849512,0.4244,1,0.5756,0.001585,2,12,107,True,True,True,1590113669701892715,0,6250,cifar10,0.07272,0.7627,0.5064,0.002405,0.1209,0.09822,0.1098,3.31,0.03744,14.3,15.62,5.013,1.155,0.3879,0.07373,37.77,36.11,10.26,8.6,-0.04029,-0.1589,-2.006,-2.124,6250,33.32,12.29
109,32.38,3199,1377,0.0359,84.29,56.56,82.11,78.78,28.61,25.28,8.504,8.266,4.682,4.445,66.05,5.285e+04,10.24,9.212e+05,1.085e+06,1.173e+05,7105,826280,984.7,35.35,0.009883,42,79,426248914965896853,0.4243,1,0.5757,0.001585,2,10,109,True,True,True,1590113671809639580,0,6250,cifar10,0.07198,0.7155,0.4693,0.002397,0.1161,0.09513,0.1028,2.908,0.04048,12.14,13.18,4.333,1.066,0.3969,0.0752,36.69,35.02,9.933,8.269,-0.1181,-0.2369,-2.029,-2.148,6250,32.51,11.88
111,29.26,2004,1981,0.04351,93.87,44.77,145.9,142.7,48.12,44.99,8.869,8.748,5.109,4.988,56.69,2.843e+04,4.031,2.974e+06,4.145e+06,1.249e+05,8812,3171930,33.71,1.467,0.009825,42,20,8799905969568142923,0.445,1,0.555,0.00631,4,12,111,True,True,True,1590114654207596983,3,6250,cifar10,0.06843,0.5663,0.563,0.002638,0.1226,0.08464,0.09524,2.133,0.0254,21.81,25.75,4.47,1.187,0.07344,0.01532,68.57,67,19.69,18.12,0.06417,0.003891,-1.816,-1.876,6250,52.58,21.92
114,28.33,1749,1668,0.04133,81.9,41.83,139.6,136.4,46.08,42.89,8.628,8.506,5.03,4.908,58.4,2.556e+04,4.551,1.368e+06,1.842e+06,9.796e+04,6708,1414630,146.9,6.073,0.009591,42,26,6667259706609207292,0.4722,1,0.5278,0.003162,4,8,114,True,True,True,1590113532281726102,2,6250,cifar10,0.06732,0.5291,0.5166,0.002572,0.1145,0.08181,0.09666,2.022,0.02698,14.8,17.17,3.959,1.036,0.1533,0.03117,65.44,63.85,18.67,17.08,-0.05602,-0.1173,-1.855,-1.916,6250,50.31,20.78
115,36.04,1484,1538,0.03169,81.38,38.52,166.5,163.1,56.2,52.75,8.669,8.561,5.222,5.114,50.57,1.878e+04,10.24,2.004e+06,2.695e+06,8.375e+04,6623,1856430,30.8,0.9759,0.009657,42,77,9093518227723985452,0.4667,0.9982,0.5315,0.003162,5,8,115,True,True,True,1590114167151393163,4,6250,cifar10,0.07594,0.4872,0.496,0.002252,0.1141,0.07851,0.08995,1.733,0.04048,17.91,20.77,3.661,1.029,0.07019,0.0125,78.89,77.16,23.73,22.01,-0.03549,-0.08942,-1.759,-1.813,6250,60.09,25.68
116,28.45,2576,2325,0.03771,96.69,50.76,147,143.7,47.94,44.66,8.912,8.786,5.102,4.976,68.2,4.394e+04,5.132,2.155e+06,2.864e+06,1.594e+05,9348,2205780,362.1,13.66,0.009895,42,32,828852094380295083,0.4962,0.9998,0.5036,0.001585,4,10,116,True,True,True,1590114036632219517,3,6250,cifar10,0.06747,0.642,0.6099,0.002456,0.1244,0.09012,0.1045,2.652,0.02866,18.57,21.41,5.05,1.223,0.2407,0.04675,69.13,67.49,19.6,17.96,0.08595,0.02291,-1.819,-1.882,6250,52.41,21.84
117,41.93,2172,2478,0.03394,106.3,46.6,211.1,207.7,70.39,67,9.192,9.103,5.49,5.401,58.4,3.172e+04,3.623,4.424e+06,6.545e+06,1.65e+05,1.13e+04,5157330,15.1,0.5126,0.009248,42,93,-5887905545788027288,0.4671,0.9995,0.5324,0.003162,6,12,117,True,True,True,1590113878078872826,1,6250,cifar10,0.0819,0.5895,0.6296,0.00233,0.1304,0.08635,0.09666,2.253,0.02408,26.61,32.36,5.139,1.345,0.04916,0.009056,101.2,99.48,30.82,29.13,0.2259,0.1814,-1.625,-1.67,6250,74.82,33.04
118,29.62,2267,2277,0.041,101.2,47.61,149.3,146.1,49,45.8,9.001,8.878,5.143,5.02,56.69,3.215e+04,4.031,4.069e+06,5.691e+06,1.451e+05,1.024e+04,4313080,30.09,1.234,0.009833,42,18,-2289228439678869417,0.432,0.9995,0.5675,0.00631,4,14,118,True,True,True,1590113328748308498,0,6250,cifar10,0.06884,0.6022,0.6035,0.002561,0.1272,0.08728,0.09524,2.268,0.0254,25.52,30.18,4.819,1.28,0.06939,0.01405,70.28,68.68,20.13,18.53,0.1301,0.06867,-1.799,-1.86,6250,53.53,22.4
120,29.94,4039,3418,0.0348,118.2,63.55,156.1,152.8,50.35,47,9.263,9.133,5.195,5.066,80.68,8.15e+04,4.913,4.012e+06,5.346e+06,2.816e+05,1.396e+04,4313080,588,20.46,0.009904,42,36,1754727041327055591,0.5126,1,0.4874,0.001,4,14,120,True,True,True,1590114521571478532,4,6250,cifar10,0.06922,0.8039,0.7395,0.00236,0.1375,0.1008,0.1136,3.611,0.02804,25.34,29.25,6.713,1.495,0.3067,0.05721,73.69,72.01,20.81,19.13,0.2611,0.1965,-1.773,-1.837,6250,55.13,23.2
122,38.77,1445,1292,0.04069,82.24,38.01,165.8,162.6,57.86,54.66,8.646,8.546,5.274,5.174,50.57,1.829e+04,5.178,2.602e+06,3.716e+06,8.553e+04,6764,2895530,14.37,0.5847,0.009355,42,42,4549684729478210883,0.4474,0.9992,0.5518,0.01,5,10,122,True,True,True,1590112977664269682,0,6250,cifar10,0.07876,0.4808,0.4546,0.002552,0.1147,0.07799,0.08995,1.71,0.02878,20.4,24.38,3.699,1.04,0.04795,0.009672,78.52,76.92,24.56,22.96,-0.04708,-0.09711,-1.733,-1.783,6250,61.82,26.54
126,39.09,1719,1618,0.03892,95.79,41.46,174.1,170.8,60.36,57.12,8.906,8.804,5.352,5.251,53.5,2.301e+04,5.224,4.952e+06,7.316e+06,1.227e+05,9176,5663730,14.62,0.5689,0.009951,42,44,-5083040002587004113,0.4479,0.9989,0.551,0.01,5,14,126,True,True,True,1590113195992067621,1,6250,cifar10,0.07909,0.5244,0.5089,0.002495,0.1238,0.08144,0.09252,1.919,0.02891,28.15,34.21,4.432,1.212,0.04836,0.009541,82.67,81.04,25.81,24.19,0.0826,0.03188,-1.694,-1.745,6250,64.5,27.88
127,47.6,1842,1596,0.04085,95.29,42.92,201.6,198.4,71.03,67.83,8.943,8.859,5.507,5.423,52,2.397e+04,3.819,4.454e+06,6.504e+06,1.181e+05,9080,5157330,6.182,0.2526,0.00831,42,67,-2784644901043528648,0.43,0.9998,0.5698,0.01,6,12,127,True,True,True,1590113916350863572,3,6250,cifar10,0.08727,0.5429,0.5054,0.002557,0.1235,0.08287,0.09122,1.958,0.02472,26.69,32.26,4.346,1.205,0.03145,0.006357,96.44,94.84,31.14,29.54,0.1015,0.05945,-1.617,-1.659,6250,75.2,33.23
129,26.63,2174,1561,0.03561,81,46.63,110.5,107.2,37.05,33.72,8.521,8.354,4.848,4.682,66.05,3.592e+04,6.824,9.66e+05,1.234e+06,1.083e+05,6560,972830,565.8,20.15,0.009937,42,33,4444852121170596404,0.5064,0.9998,0.4934,0.001585,3,8,129,True,True,True,1590113852246009283,4,6250,cifar10,0.06528,0.5898,0.4998,0.002387,0.1138,0.08637,0.1028,2.397,0.03304,12.43,14.05,4.164,1.025,0.3009,0.05678,50.88,49.21,14.16,12.49,-0.1099,-0.1933,-1.946,-2.029,6250,41.07,16.16
132,44.89,1584,1294,0.04228,80.02,39.79,190.1,186.9,66.74,63.57,8.64,8.556,5.394,5.311,53.5,2.12e+04,4.551,2.15e+06,2.95e+06,8.567e+04,6404,2298230,8.578,0.3627,0.009819,42,65,-5160728813457670496,0.4695,0.9992,0.5297,0.01,6,8,132,True,True,True,1590113656701118820,3,6250,cifar10,0.08475,0.5034,0.455,0.002601,0.1132,0.07979,0.09252,1.842,0.02698,18.55,21.73,3.702,1.012,0.03705,0.007617,90.67,89.09,29,27.42,-0.05036,-0.09198,-1.673,-1.715,6250,70.74,31
134,47.09,1744,1430,0.04143,87.99,41.76,196.3,193.1,69.36,66.17,8.803,8.719,5.463,5.379,52,2.269e+04,4.031,3.218e+06,4.55e+06,1.007e+05,7743,3585280,7.732,0.3203,0.009299,42,76,-8999065712151771232,0.4549,0.9995,0.5446,0.01,6,10,134,True,True,True,1590114563390275071,4,6250,cifar10,0.0868,0.5282,0.4783,0.002575,0.1187,0.08174,0.09122,1.905,0.0254,22.69,26.98,4.014,1.113,0.03517,0.007159,93.77,92.18,30.31,28.72,0.03135,-0.01054,-1.639,-1.681,6250,73.44,32.35
135,28.14,4292,3014,0.03382,115,65.52,123,119.6,40.42,37.03,9.145,8.975,5.017,4.847,80.68,8.66e+04,5.619,3.652e+06,4.736e+06,2.667e+05,1.322e+04,3865630,562.4,19.02,0.009886,42,26,-7410018531192978725,0.4821,1,0.5179,0.001585,3,16,135,True,True,True,1590113827164572689,1,6250,cifar10,0.0671,0.8287,0.6944,0.002326,0.1356,0.1024,0.1136,3.722,0.02998,24.17,27.53,6.532,1.454,0.3,0.05516,57.12,55.43,15.84,14.15,0.2022,0.1175,-1.862,-1.946,6250,45.04,18.15
136,28.47,1779,1291,0.04239,78.87,42.18,109.9,106.7,37.43,34.27,8.489,8.331,4.867,4.709,60.18,2.678e+04,5.224,1.524e+06,1.997e+06,9.36e+04,6220,1516030,67.26,2.851,0.008774,42,18,-4585854124910700937,0.426,1,0.574,0.01,3,10,136,True,True,True,1590113189434326139,3,6250,cifar10,0.06749,0.5335,0.4545,0.002604,0.1123,0.08215,0.09813,2.07,0.02891,15.62,17.87,3.87,0.9976,0.1037,0.02136,50.56,48.98,14.35,12.77,-0.1256,-0.2046,-1.937,-2.016,6250,41.43,16.35
140,33.23,2351,2487,0.02825,99.91,48.48,178.6,175,58.24,54.67,9.046,8.935,5.286,5.174,60.18,3.539e+04,7.339,2.97e+06,4.014e+06,1.502e+05,9983,2895530,133.4,3.768,0.009881,42,90,4108024635023438784,0.4953,0.999,0.5037,0.001,5,10,140,True,True,True,1590113849535692791,0,6250,cifar10,0.07291,0.6133,0.6309,0.002126,0.1264,0.08808,0.09813,2.379,0.03427,21.8,25.34,4.902,1.264,0.1461,0.02455,84.91,83.13,24.75,22.97,0.1528,0.09711,-1.727,-1.783,6250,62.49,26.88
