	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size	complexity.dist_spec_init_adjusted1	complexity.fro_dist_adjusted1	complexity.fro_over_spec_adjusted1	complexity.l2_adjusted1	complexity.l2_dist_adjusted1	complexity.log_prod_of_fro_adjusted1	complexity.log_prod_of_fro_over_margin_adjusted1	complexity.log_prod_of_spec_adjusted1	complexity.log_prod_of_spec_over_margin_adjusted1	complexity.log_sum_of_fro_adjusted1	complexity.log_sum_of_fro_over_margin_adjusted1	complexity.log_sum_of_spec_adjusted1	complexity.log_sum_of_spec_over_margin_adjusted1	complexity.pacbayes_flatness_adjusted1	complexity.pacbayes_init_adjusted1	complexity.pacbayes_mag_flatness_adjusted1	complexity.pacbayes_mag_init_adjusted1	complexity.pacbayes_mag_orig_adjusted1	complexity.pacbayes_orig_adjusted1	complexity.param_norm_adjusted1	complexity.path_norm_adjusted1	complexity.path_norm_over_margin_adjusted1	complexity.path_norm_adjusted2	complexity.path_norm_over_margin_adjusted2
261	33.2766	3160.17	1974.63	0.0455075	96.4267	56.2154	117.626	114.536	39.6428	36.5529	8.87704	8.72254	4.97787	4.82338	86.6592	68487.4	8.2737	2.3525e+06	2.93877e+06	201465	9298.11	2179230	549.567	25.0094	0.00982725	42	22	8367785231019122894	0.27816	0.99996	0.7218	0.001	3	12	261	True	True	True	1590101426756731023	2	50000	0.0257979	0.251403	0.198727	0.0439151	0.0335307	0.0485028	0.0478615	0.0281577	0.0270381	0.0133244	0.013208	0.00997785	0.00982179	0.0416315	1.17036	0.0128637	6.8593	7.66651	2.00731	0.431233	0.10484	0.0223649	2.75821e+39	4.00203e+12
262	33.7468	3630.79	2278.63	0.0441996	104.164	60.2561	120.362	117.243	40.3712	37.2521	9.01381	8.85786	5.01429	4.85834	89.8985	81623.8	8.46281	3.21234e+06	4.02102e+06	243876	10850.1	2962430	533.641	23.5867	0.00985981	42	20	-3848902915330294402	0.27606	0.99996	0.7239	0.001	3	14	262	True	True	True	1590101437048196812	0	50000	0.0259795	0.269473	0.213477	0.045643	0.0347149	0.0490636	0.0484238	0.0284152	0.0272955	0.0134267	0.01331	0.0100143	0.00985732	0.0424025	1.27768	0.0130099	8.01541	8.96774	2.20851	0.465835	0.103309	0.0217194	1.53179e+39	1.24039e+12
263	33.2032	3247.34	2002.91	0.0449096	97.1241	56.9854	117.774	114.671	39.6254	36.5223	8.88442	8.72926	4.977	4.82185	93.3229	75785.8	8.75886	2.38551e+06	2.96482e+06	220104	9433.09	2179230	587.297	26.3753	0.00957881	42	22	8367785231019122894	0.26898	0.99998	0.731	0.001	3	12	263	True	True	True	1590101437440185687	3	50000	0.0257694	0.254847	0.200145	0.0440736	0.0337596	0.0485333	0.0478897	0.0281515	0.0270268	0.01333	0.0132131	0.00997697	0.00982023	0.0432025	1.23114	0.0132355	6.90726	7.70042	2.09811	0.434352	0.108379	0.0229675	1.04081e+40	1.15921e+13
264	33.0194	3242.17	2006.32	0.0448758	97.0161	56.9401	117.774	114.67	39.5989	36.495	8.88441	8.72922	4.97568	4.82049	93.3229	75665.3	8.96495	2.39419e+06	2.97316e+06	219615	9412.13	2179230	590.894	26.5168	0.00960105	42	23	8367785231019122894	0.2729	1	0.7271	0.001	3	12	264	True	True	True	1590101437808742839	4	50000	0.025698	0.254644	0.200316	0.0440491	0.0337461	0.0485333	0.0478895	0.0281421	0.0270167	0.01333	0.013213	0.00997565	0.00981885	0.0432025	1.23017	0.0133903	6.91981	7.71124	2.09578	0.433869	0.10871	0.023029	1.176e+40	1.29014e+13
265	33.5537	3616.73	2282.89	0.0436232	104.164	60.1393	120.421	117.289	40.4204	37.2882	9.01678	8.86017	5.01675	4.86014	100.786	91152	7.74291	3.17013e+06	3.98168e+06	273410	10850.2	2962430	548.578	23.9307	0.00940974	42	20	-3848902915330294402	0.2676	1	0.7324	0.001	3	14	265	True	True	True	1590101453050134098	2	50000	0.0259051	0.268951	0.213677	0.045643	0.0346812	0.0490757	0.0484333	0.0284325	0.0273087	0.0134289	0.0133118	0.0100167	0.00985915	0.0448968	1.3502	0.0124442	7.96257	8.92377	2.33842	0.465837	0.104745	0.0218772	2.66062e+39	1.657e+12
266	33.134	3650.32	2285.3	0.0442679	104.423	60.4179	120.391	117.274	40.3266	37.2091	9.01529	8.85941	5.01206	4.85619	86.6592	79106.5	7.65943	3.1733e+06	3.98168e+06	236259	10904.1	2962430	535.588	23.7094	0.00964163	42	20	-3848902915330294402	0.2705	1	0.7295	0.001	3	14	266	True	True	True	1590101453189028563	3	50000	0.0257426	0.270197	0.21379	0.0456997	0.0347614	0.0490695	0.0484302	0.0283995	0.0272797	0.0134278	0.0133112	0.0100121	0.00985514	0.0416315	1.25783	0.0123769	7.96656	8.92377	2.17375	0.466993	0.103498	0.0217759	1.64752e+39	1.37602e+12
267	33.7144	3683.99	2303.74	0.0442919	104.642	60.6958	120.534	117.417	40.4222	37.3052	9.02242	8.86658	5.01684	4.861	96.9467	89310.7	8.46281	3.22297e+06	4.02767e+06	265416	10950	2962430	579.058	25.6476	0.00977659	42	20	-3848902915330294402	0.27396	0.99996	0.726	0.001	3	14	267	True	True	True	1590101453347813706	1	50000	0.0259671	0.27144	0.21465	0.0457476	0.0348413	0.0490987	0.0484597	0.0284331	0.0273149	0.0134331	0.0133166	0.0100168	0.00986002	0.0440333	1.33649	0.0130099	8.02866	8.97515	2.30398	0.467974	0.107616	0.0226484	7.84615e+39	6.62445e+12
268	33.3325	3218.04	1985.55	0.0449586	96.8554	56.7278	117.701	114.599	39.6554	36.5534	8.88077	8.72567	4.9785	4.8234	83.5918	67273.5	8.46281	2.37049e+06	2.95172e+06	196066	9380.96	2179230	568.227	25.5467	0.00971146	42	22	8367785231019122894	0.27286	0.99996	0.7271	0.001	3	12	268	True	True	True	1590101454719355148	0	50000	0.0258196	0.253694	0.199276	0.0440126	0.0336832	0.0485182	0.0478746	0.0281622	0.0270383	0.0133272	0.0132104	0.00997848	0.00982181	0.0408881	1.15994	0.0130099	6.88548	7.68338	1.98023	0.43315	0.106605	0.0226038	5.37839e+39	6.12225e+12
269	33.0709	3709.11	2311.21	0.0445267	104.766	60.9025	120.463	117.351	40.3265	37.2148	9.01889	8.86331	5.01206	4.85647	86.6592	80380.2	8.86101	3.24543e+06	4.04686e+06	237815	10976	2962430	563.899	25.1085	0.00986196	42	20	-3848902915330294402	0.2683	1	0.7317	0.001	3	14	269	True	True	True	1590101465932852480	4	50000	0.025718	0.272364	0.214998	0.0457747	0.0349006	0.0490842	0.0484461	0.0283995	0.0272818	0.0134305	0.0133141	0.0100121	0.00985542	0.0416315	1.26791	0.0133124	8.05659	8.99651	2.18089	0.46853	0.106198	0.0224091	4.61574e+39	4.33142e+12
270	33.0956	4032.39	2600.43	0.0419519	111.069	63.5011	122.713	119.542	40.8907	37.7195	9.1314	8.97284	5.04027	4.88171	100.786	101625	8.18152	4.15767e+06	5.23573e+06	310856	12336.4	3865630	517.243	21.6993	0.00879208	42	19	4798804138737097910	0.2616	1	0.7384	0.001	3	16	270	True	True	True	1590101471460171846	0	50000	0.0257277	0.283986	0.228054	0.0471315	0.0356374	0.0495405	0.0488962	0.0285974	0.0274662	0.013514	0.0133961	0.0100402	0.009881	0.0448968	1.42566	0.0127918	9.11885	10.233	2.49342	0.496717	0.10171	0.0208323	8.20555e+38	2.33953e+11
271	33.1179	4112.31	2623.42	0.0434933	111.584	64.1273	122.775	119.64	40.8686	37.7335	9.13451	8.97775	5.03916	4.88241	96.9467	99692	8.09086	4.15702e+06	5.22507e+06	301792	12450.9	3865630	527.733	22.9529	0.00939614	42	19	4798804138737097910	0.27178	0.99998	0.7282	0.001	3	16	271	True	True	True	1590101479296867128	1	50000	0.0257363	0.286786	0.22906	0.0472407	0.0358127	0.049553	0.0489163	0.0285897	0.0274713	0.0135163	0.0133998	0.0100391	0.00988171	0.0440333	1.41203	0.0127207	9.11814	10.2226	2.45679	0.499017	0.102736	0.0214256	1.22603e+39	7.19393e+11
272	33.6537	4121.07	2604.7	0.0429305	111.614	64.1956	122.767	119.619	40.955	37.8068	9.13408	8.97667	5.04348	4.88607	93.3229	96170.7	6.96525	4.07229e+06	5.13883e+06	290672	12457.8	3865630	525.368	22.5543	0.00949095	42	18	4798804138737097910	0.26718	0.99998	0.7328	0.001	3	16	272	True	True	True	1590101488135537537	3	50000	0.0259437	0.287091	0.228241	0.047247	0.0358317	0.0495514	0.048912	0.0286199	0.0274979	0.013516	0.013399	0.0100434	0.00988541	0.0432025	1.38687	0.0118028	9.02473	10.1379	2.41111	0.499155	0.102505	0.0212388	1.12069e+39	5.0676e+11
273	33.5946	4165.27	2585.81	0.043327	111.879	64.5389	122.816	119.677	41.0398	37.9009	9.13653	8.97958	5.04772	4.89077	93.3229	97201.8	8.36746	4.20188e+06	5.2627e+06	292054	12517	3865630	537.705	23.2972	0.00946743	42	18	4798804138737097910	0.2634	1	0.7366	0.001	3	16	273	True	True	True	1590101488426255257	4	50000	0.0259209	0.288627	0.227412	0.0473031	0.0359274	0.0495613	0.0489238	0.0286495	0.0275321	0.0135178	0.0134012	0.0100476	0.00989017	0.0432025	1.39429	0.0129364	9.1672	10.2593	2.41683	0.50034	0.103702	0.0215857	1.78278e+39	9.68924e+11
275	33.45	4038.25	2595.03	0.0436062	111.08	63.5472	122.707	119.574	40.9236	37.7911	9.13107	8.97444	5.04191	4.88529	100.786	101773	8.46281	4.17695e+06	5.2538e+06	310918	12338.8	3865630	514.127	22.4192	0.00948563	42	19	4798804138737097910	0.2706	1	0.7294	0.001	3	16	275	True	True	True	1590101501913354501	2	50000	0.025865	0.284192	0.227817	0.0471339	0.0356503	0.0495393	0.0489028	0.0286089	0.0274922	0.0135137	0.0133973	0.0100418	0.00988462	0.0448968	1.4267	0.0130099	9.13997	10.2507	2.49366	0.496766	0.101403	0.0211751	7.27149e+38	4.49384e+11
300	34.6852	2447.51	1309.38	0.0472795	79.1926	49.4723	110.194	107.142	37.8448	34.7932	8.50542	8.35284	4.88797	4.73539	80.6845	49392.1	10.24	1.10734e+06	1.33528e+06	126526	6271.47	972830	547.799	25.8997	0.00899087	42	27	-8158711625233083352	0.26414	0.99994	0.7358	0.00158489	3	8	300	True	True	True	1590101696637125536	0	50000	0.0263383	0.221247	0.161826	0.0397976	0.0314555	0.0469455	0.0462908	0.0275117	0.0263792	0.0130426	0.012925	0.00988734	0.00973179	0.0401708	0.993902	0.0143108	4.70604	5.16775	1.59076	0.35416	0.104671	0.0227595	2.58607e+39	8.05582e+12
301	35.0751	2478.62	1313.47	0.0493078	79.5154	49.7858	110.25	107.24	37.8913	34.8817	8.50824	8.35776	4.8903	4.73982	77.9263	48310.4	8.09086	1.06756e+06	1.29442e+06	123199	6322.7	972830	563.988	27.809	0.00982997	42	26	-8158711625233083352	0.26114	0.99994	0.7388	0.00158489	3	8	301	True	True	True	1590101696692807135	1	50000	0.0264859	0.222649	0.162078	0.0398787	0.031555	0.0469574	0.046312	0.0275286	0.0264128	0.0130447	0.0129289	0.00988969	0.00973634	0.0394782	0.982959	0.0127207	4.62074	5.08806	1.56971	0.355604	0.106206	0.0235835	4.63033e+39	3.34135e+13
302	35.276	2468.24	1310.96	0.0481477	79.5306	49.6814	110.264	107.231	37.9466	34.9132	8.50893	8.35726	4.89306	4.74139	72.8178	44955.9	8.65847	1.07815e+06	1.30611e+06	115168	6325.12	972830	559.256	26.9269	0.00945345	42	26	-8158711625233083352	0.26628	0.99998	0.7337	0.00158489	3	8	302	True	True	True	1590101703049952773	2	50000	0.0265616	0.222182	0.161923	0.0398825	0.0315219	0.0469604	0.04631	0.0275487	0.0264247	0.0130453	0.0129285	0.00989248	0.00973796	0.0381622	0.948218	0.0131594	4.6436	5.11099	1.51768	0.355672	0.10576	0.0232064	3.91226e+39	1.75365e+13
303	33.8416	2728.28	1578.42	0.0465264	87.1162	52.233	113.815	110.748	38.7376	35.6698	8.6865	8.53311	4.93261	4.77923	80.6845	55055.6	7.11111	1.62085e+06	2.00733e+06	153106	7589.23	1516030	438.341	20.3944	0.00927717	42	22	-2316735036145669239	0.2496	1	0.7504	0.00158489	3	10	303	True	True	True	1590101758019141386	0	50000	0.026016	0.233593	0.177675	0.0417412	0.0323212	0.0477106	0.0470634	0.0278344	0.0267095	0.0131807	0.0130638	0.00993238	0.00977674	0.0401708	1.04934	0.0119257	5.69359	6.33613	1.74989	0.389595	0.0936313	0.0201962	2.99541e+37	6.76758e+10
304	34.2512	2444.25	1322.1	0.0488404	79.2083	49.4394	110.19	107.171	37.7479	34.7287	8.50524	8.35429	4.88313	4.73217	83.5918	51102.9	8.96495	1.08453e+06	1.31289e+06	131136	6273.95	972830	534.296	26.0953	0.00959632	42	27	-8158711625233083352	0.26434	0.99994	0.7356	0.00158489	3	8	304	True	True	True	1590101758104517289	4	50000	0.026173	0.2211	0.16261	0.0398016	0.031445	0.0469446	0.0462971	0.0274765	0.0263548	0.0130424	0.0129262	0.00988244	0.00972848	0.0408881	1.01097	0.0133903	4.65732	5.12424	1.61948	0.35423	0.103373	0.0228453	1.56983e+39	9.36399e+12
305	34.8998	2437.26	1311.23	0.0483229	79.1959	49.3687	110.215	107.185	37.8728	34.8429	8.5065	8.355	4.88937	4.73788	72.8178	44392	9.17839	1.08394e+06	1.31292e+06	114201	6272	972830	541.563	26.1699	0.00964449	42	26	-8158711625233083352	0.26112	0.99992	0.7388	0.00158489	3	8	305	True	True	True	1590101758183085600	3	50000	0.0264196	0.220783	0.16194	0.0397985	0.0314225	0.04695	0.0463001	0.0275219	0.0263981	0.0130434	0.0129267	0.00988875	0.00973435	0.0381622	0.942253	0.0135487	4.65605	5.1243	1.5113	0.354175	0.104073	0.0228779	2.05681e+39	9.91417e+12
306	34.239	2748.47	1570.87	0.0475498	87.1892	52.4258	113.801	110.755	38.753	35.707	8.6858	8.5335	4.93338	4.78108	86.6592	59568	8.65847	1.68319e+06	2.0675e+06	164718	7601.96	1516030	438.842	20.8669	0.00955301	42	22	-2316735036145669239	0.25452	0.99992	0.7454	0.00158489	3	10	306	True	True	True	1590101801706246508	2	50000	0.0261683	0.234456	0.17725	0.0417586	0.0323808	0.0477077	0.0470648	0.0278399	0.0267234	0.0131801	0.0130641	0.00993316	0.00977863	0.0416315	1.09149	0.0131594	5.80205	6.4304	1.81504	0.389922	0.0936848	0.0204289	3.06463e+37	1.06998e+11
307	34.3531	2761.27	1568.61	0.0472171	87.415	52.5478	113.899	110.846	38.8767	35.8237	8.6907	8.53805	4.93957	4.78692	80.6845	55720.9	8.5598	1.6699e+06	2.05442e+06	154158	7641.39	1516030	449.31	21.2151	0.00928317	42	22	-2316735036145669239	0.25668	0.99998	0.7433	0.00158489	3	10	307	True	True	True	1590101801828975859	1	50000	0.0262119	0.235001	0.177122	0.0418127	0.0324185	0.0477282	0.0470842	0.0278843	0.026767	0.0131839	0.0130676	0.00993939	0.0097846	0.0401708	1.05566	0.0130842	5.7791	6.41002	1.75589	0.390932	0.0947956	0.0205986	4.91062e+37	1.48976e+11
308	34.1827	2764.91	1574.84	0.0471712	87.357	52.5824	113.883	110.829	38.7905	35.7365	8.68987	8.53717	4.93526	4.78256	80.6845	55794.3	8.65847	1.6829e+06	2.06642e+06	153954	7631.25	1516030	453.816	21.4071	0.00947985	42	22	-2316735036145669239	0.25204	0.99994	0.7479	0.00158489	3	10	308	True	True	True	1590101838947988376	3	50000	0.0261468	0.235156	0.177473	0.0417988	0.0324291	0.0477248	0.0470806	0.0278534	0.0267344	0.0131832	0.0130669	0.00993505	0.00978014	0.0401708	1.05636	0.0131594	5.80155	6.42872	1.75473	0.390672	0.0952697	0.0206916	5.9953e+37	1.78391e+11
309	34.2982	2756.73	1576.33	0.0474843	87.3269	52.5046	113.822	110.775	38.7769	35.7295	8.68683	8.53447	4.93458	4.78221	80.6845	55629.4	8.18152	1.6662e+06	2.05058e+06	153848	7625.98	1516030	438.301	20.8124	0.00952161	42	22	-2316735036145669239	0.25794	0.99994	0.742	0.00158489	3	10	309	True	True	True	1590101844975089824	4	50000	0.0261909	0.234808	0.177557	0.0417916	0.0324051	0.0477121	0.0470691	0.0278485	0.0267318	0.0131809	0.0130648	0.00993436	0.00977979	0.0401708	1.05479	0.0127918	5.77269	6.40403	1.75413	0.390538	0.093627	0.0204022	2.98995e+37	1.01545e+11
310	34.5597	3081.28	1821.27	0.0479994	94.6519	55.5092	116.925	113.889	39.6608	36.6242	8.842	8.69018	4.97877	4.82694	86.6592	66778.3	7.11111	2.33254e+06	2.91235e+06	194117	8958.97	2179230	402.967	19.3422	0.00991003	42	20	7813577393276342875	0.25368	0.99998	0.7463	0.00158489	3	12	310	True	True	True	1590101919800635209	0	50000	0.0262906	0.248245	0.190854	0.0435091	0.0333194	0.048358	0.0477261	0.0281641	0.0270644	0.0132981	0.0131835	0.00997875	0.00982542	0.0416315	1.15567	0.0119257	6.83014	7.63197	1.97037	0.423296	0.0897738	0.0196684	5.56679e+36	2.34602e+10
311	34.0611	3094.92	1845.07	0.043971	94.7902	55.632	116.954	113.829	39.5881	36.4639	8.84341	8.6872	4.97514	4.81893	86.6592	67073.9	7.57729	2.35659e+06	2.93559e+06	194685	8985.19	2179230	404.42	17.7827	0.00820157	42	20	7813577393276342875	0.26134	0.99994	0.7386	0.00158489	3	12	311	True	True	True	1590101928176214598	1	50000	0.0261002	0.248794	0.192097	0.0435408	0.0333563	0.048364	0.0477135	0.0281383	0.0270051	0.0132992	0.0131812	0.00997511	0.00981726	0.0416315	1.15822	0.0123104	6.86526	7.66236	1.97325	0.423915	0.0899355	0.0188588	5.98229e+36	4.36686e+09
312	34.4866	3143.46	1843.13	0.0456846	95.2035	56.0666	116.963	113.877	39.6334	36.5474	8.84387	8.68957	4.9774	4.8231	86.6592	68125.5	7.03761	2.33914e+06	2.91441e+06	196386	9063.7	2179230	400.088	18.2779	0.00926894	42	19	7813577393276342875	0.26056	0.99996	0.7394	0.00158489	3	12	312	True	True	True	1590101928501739022	3	50000	0.0262627	0.250737	0.191996	0.0436357	0.0334863	0.0483659	0.0477236	0.0281544	0.0270361	0.0132995	0.013183	0.00997737	0.00982151	0.0416315	1.16727	0.0118639	6.8398	7.63467	1.98185	0.425763	0.0894526	0.0191196	4.82309e+36	7.56382e+09
313	34.6197	3082.54	1822.97	0.0473968	94.6691	55.5206	116.903	113.854	39.6872	36.638	8.84089	8.68843	4.98009	4.82763	86.6592	66805.6	8.46281	2.40204e+06	2.98183e+06	194188	8962.24	2179230	395.054	18.7243	0.00958373	42	19	7813577393276342875	0.25356	0.99996	0.7464	0.00158489	3	12	313	True	True	True	1590101928647834437	2	50000	0.0263134	0.248296	0.190943	0.043513	0.0333228	0.0483535	0.0477188	0.0281735	0.0270695	0.0132973	0.0131821	0.00998007	0.00982612	0.0416315	1.1559	0.0130099	6.93115	7.72247	1.97073	0.423373	0.088888	0.0193516	3.74407e+36	1.22554e+10
314	34.4656	3086.53	1839.67	0.0475891	94.8281	55.5566	116.921	113.876	39.685	36.6398	8.84178	8.68952	4.97998	4.82772	89.8985	69391.7	7.11111	2.33494e+06	2.91585e+06	202123	8992.36	2179230	394.249	18.762	0.00952753	42	18	7813577393276342875	0.25356	0.99996	0.7464	0.00158489	3	12	314	True	True	True	1590101935585324442	4	50000	0.0262548	0.248456	0.191816	0.0435495	0.0333336	0.0483572	0.0477234	0.0281727	0.0270702	0.013298	0.013183	0.00997996	0.00982621	0.0424025	1.17806	0.0119257	6.83365	7.63656	2.01059	0.424084	0.0887974	0.0193711	3.59441e+36	1.27584e+10
315	34.8822	3462.79	2089.3	0.0465726	101.857	58.8455	119.5	116.434	40.3498	37.283	8.97075	8.81742	5.01322	4.85988	86.6592	75043.6	7.91402	3.23703e+06	4.0476e+06	224792	10374.8	2962430	354.664	16.5176	0.00994062	42	18	1556580513439718408	0.2522	1	0.7478	0.00158489	3	14	315	True	True	True	1590101966059159166	0	50000	0.026413	0.263165	0.204416	0.0451347	0.0343061	0.0488876	0.0482564	0.0284077	0.0273068	0.0133946	0.0132796	0.0100132	0.00985888	0.0416315	1.2251	0.012581	8.04615	8.99733	2.12034	0.455517	0.0842216	0.0181756	4.33069e+35	9.98054e+08
316	34.4303	3495.07	2101.31	0.0468922	102.199	59.1191	119.619	116.559	40.3856	37.3257	8.9767	8.8237	5.01501	4.86202	93.3229	81565.5	7.33865	3.20594e+06	4.01461e+06	243703	10444.6	2962430	372.889	17.4856	0.00976077	42	17	1556580513439718408	0.24938	0.99998	0.7506	0.00158489	3	14	316	True	True	True	1590101973603353154	1	50000	0.0262413	0.264389	0.205003	0.0452104	0.0343858	0.048912	0.0482823	0.0284203	0.0273224	0.013399	0.0132844	0.010015	0.00986105	0.0432025	1.27723	0.012115	8.00742	8.96059	2.20773	0.457047	0.0863584	0.0187006	1.17979e+36	3.11764e+09
317	35.0032	3521.95	2098.01	0.0464787	102.304	59.346	119.636	116.567	40.4129	37.3441	8.97754	8.8241	5.01638	4.86294	89.8985	79177.6	7.18577	3.20214e+06	4.00668e+06	235245	10466.1	2962430	376.243	17.4873	0.00941831	42	17	1556580513439718408	0.25138	0.99998	0.7486	0.00158489	3	14	317	True	True	True	1590101982321163181	2	50000	0.0264587	0.265403	0.204842	0.0452336	0.0344517	0.0489154	0.048284	0.0284299	0.0273291	0.0133997	0.0132847	0.0100164	0.00986199	0.0424025	1.25839	0.0119881	8.00267	8.95174	2.16908	0.457517	0.086746	0.0187015	1.41118e+36	3.12371e+09
318	34.3379	3496.48	2110.91	0.0461307	102.205	59.1311	119.637	116.561	40.3383	37.262	8.97759	8.82377	5.01265	4.85883	83.5918	73092.4	7.03761	3.17687e+06	3.98533e+06	218321	10445.9	2962430	377.129	17.3972	0.00934635	42	18	1556580513439718408	0.2522	1	0.7478	0.00158489	3	14	318	True	True	True	1590101989471980508	3	50000	0.0262061	0.264442	0.205471	0.0452117	0.0343893	0.0489156	0.0482827	0.0284036	0.0272991	0.0133997	0.0132844	0.0100126	0.00985782	0.0408881	1.20907	0.0118639	7.97104	8.92786	2.0896	0.457075	0.086848	0.0186533	1.47915e+36	2.8171e+09
319	34.2591	3560.2	2122.02	0.0446919	102.583	59.6674	119.665	116.557	40.3301	37.2222	8.979	8.8236	5.01224	4.85684	86.6592	77154	8.46281	3.27905e+06	4.07962e+06	228007	10523.2	2962430	382.241	17.0831	0.0086328	42	18	1556580513439718408	0.25174	0.99994	0.7482	0.00158489	3	14	319	True	True	True	1590101989719484498	4	50000	0.026176	0.266841	0.206011	0.0452953	0.0345449	0.0489214	0.0482819	0.0284007	0.0272845	0.0134007	0.0132843	0.0100122	0.0098558	0.0416315	1.24221	0.0130099	8.09821	9.03285	2.13545	0.458764	0.0874347	0.0184841	1.93625e+36	1.95681e+09
320	34.6005	3824.05	2369.48	0.0438865	108.525	61.8389	121.856	118.73	40.9332	37.807	9.08852	8.93221	5.04239	4.88608	93.3229	89241	7.11111	4.1471e+06	5.2316e+06	274805	11777.7	3865630	343.566	15.0779	0.0093584	42	17	388388307254207839	0.24298	0.99988	0.7569	0.00158489	3	16	320	True	True	True	1590101992541761460	0	50000	0.0263061	0.276552	0.217692	0.0465886	0.0351679	0.0493672	0.0487299	0.0286123	0.027498	0.0134822	0.0133658	0.0100423	0.00988542	0.0432025	1.33597	0.0119257	9.10725	10.229	2.34438	0.485339	0.0828934	0.0173654	2.29308e+35	1.61077e+08
321	33.9792	3907.73	2382.24	0.0456836	109.027	62.5119	121.934	118.848	40.9024	37.8163	9.09242	8.93812	5.04085	4.88655	83.5918	81686.7	7.03761	4.15966e+06	5.23219e+06	248434	11886.8	3865630	356.386	16.281	0.00929459	42	16	388388307254207839	0.25408	0.99998	0.7459	0.00158489	3	16	321	True	True	True	1590102005474879965	1	50000	0.0260688	0.279561	0.218277	0.0466963	0.0353587	0.049383	0.0487541	0.0286015	0.0275014	0.0134851	0.0133702	0.0100408	0.0098859	0.0408881	1.27818	0.0118639	9.12103	10.2296	2.22905	0.487582	0.0844258	0.0180449	4.7712e+35	7.47888e+08
322	35.0008	3908.01	2352.84	0.0469268	109.036	62.5141	121.895	118.836	41.0276	37.9684	9.09048	8.93752	5.04711	4.89415	96.9467	94740.3	6.89399	4.15286e+06	5.22549e+06	288169	11888.8	3865630	348.315	16.3453	0.0099436	42	16	388388307254207839	0.24518	0.99998	0.7548	0.00158489	3	16	322	True	True	True	1590102012938821562	3	50000	0.0264578	0.279571	0.216926	0.0466982	0.0353593	0.0493751	0.0487516	0.0286453	0.0275566	0.0134837	0.0133698	0.010047	0.00989358	0.0440333	1.37652	0.0117422	9.11357	10.223	2.4007	0.487623	0.0834644	0.0180805	3.01758e+35	8.09232e+08
323	34.2089	3835.62	2361.82	0.0459709	108.573	61.9323	121.808	118.729	40.8956	37.8159	9.08615	8.93216	5.04051	4.88653	86.6592	83120.9	7.82776	4.2166e+06	5.29904e+06	255411	11788.1	3865630	336.819	15.4839	0.0097257	42	16	388388307254207839	0.2483	1	0.7517	0.00158489	3	16	323	True	True	True	1590102013508946852	2	50000	0.0261568	0.27697	0.217339	0.0465989	0.0351944	0.0493575	0.0487297	0.0285992	0.0275012	0.0134805	0.0133657	0.0100404	0.00988588	0.0416315	1.28935	0.0125122	9.18325	10.2947	2.26014	0.485553	0.0820755	0.0175977	1.54222e+35	2.74045e+08
324	34.2971	3944.47	2377.68	0.0456503	109.234	62.805	121.934	118.847	40.9434	37.8567	9.09244	8.9381	5.0429	4.88857	83.5918	82454.5	7.65943	4.2218e+06	5.28897e+06	249379	11932.1	3865630	354.762	16.195	0.00968225	42	16	388388307254207839	0.2478	1	0.7522	0.00158489	3	16	324	True	True	True	1590102013410705102	4	50000	0.0261905	0.280873	0.218068	0.0467406	0.0354415	0.049383	0.0487539	0.0286159	0.0275161	0.0134851	0.0133702	0.0100428	0.00988794	0.0408881	1.28417	0.0123769	9.18891	10.2849	2.23329	0.48851	0.0842332	0.0179972	4.35469e+35	6.7272e+08
350	36.426	2419.85	1170.01	0.0500146	76.9274	49.192	109.003	106.008	37.9156	34.9202	8.44589	8.29612	4.89151	4.74174	68.1956	41278.8	8.46281	1.07664e+06	1.29327e+06	100915	5917.83	972830	316.376	15.8234	0.00960102	42	24	-4563901788654149725	0.24204	0.99974	0.7577	0.00316228	3	8	350	True	True	True	1590102305245629589	1	50000	0.0269911	0.219993	0.152971	0.0392243	0.0313662	0.0466911	0.0460452	0.0275375	0.0264273	0.0129968	0.0128811	0.00989092	0.00973832	0.0369312	0.908612	0.0130099	4.64034	5.0858	1.42067	0.34403	0.0795457	0.0177895	4.40845e+34	4.22874e+08
